lon,lat,radar_freeboard_20_ku,radar_freeboard_smoothed_20_ku
263.461019,81.385840,,-0.0803
263.441187,81.386102,,-0.0803
263.421360,81.386363,,-0.0803
263.401526,81.386623,,-0.0803
263.381697,81.386882,,-0.0803
263.361861,81.387140,,-0.0803
263.342023,81.387397,,-0.0803
263.322185,81.387653,,-0.0803
263.302350,81.387908,,-0.0803
263.282510,81.388162,,-0.0803
263.262673,81.388415,,-0.0803
263.242830,81.388667,,-0.0803
263.222986,81.388918,,-0.0803
263.203140,81.389168,,-0.0803
263.183294,81.389417,,-0.0803
263.163451,81.389665,,-0.0803
263.143603,81.389912,,-0.0803
263.123753,81.390158,,-0.0788
263.103902,81.390404,,-0.0772
263.084049,81.390648,,-0.0757
263.064196,81.390891,,-0.0741
263.044347,81.391133,,-0.0726
263.024492,81.391374,,-0.0710
263.004636,81.391614,,-0.0695
262.984778,81.391853,,-0.0679
262.964919,81.392091,,-0.0663
262.945060,81.392328,,-0.0648
262.925199,81.392564,,-0.0632
262.905338,81.392799,,-0.0617
262.885475,81.393034,,-0.0601
262.865611,81.393267,,-0.0586
262.845746,81.393499,,-0.0570
262.825885,81.393730,,-0.0555
262.806018,81.393960,,-0.0539
262.786151,81.394189,,-0.0524
262.766287,81.394417,,-0.0508
262.746417,81.394644,,-0.0493
262.726550,81.394870,,-0.0477
262.706679,81.395095,,-0.0467
262.686806,81.395320,,-0.0457
262.666937,81.395543,,-0.0460
262.647061,81.395765,,-0.0462
262.627185,81.395986,,-0.0465
262.607308,81.396206,,-0.0468
262.587430,81.396425,,-0.0470
262.567551,81.396643,,-0.0473
262.547671,81.396860,,-0.0476
262.527790,81.397077,,-0.0478
262.507907,81.397292,,-0.0481
262.488024,81.397506,,-0.0483
262.468140,81.397719,,-0.0486
262.448260,81.397931,,-0.0489
262.428375,81.398142,,-0.0500
262.408487,81.398352,,-0.0511
262.388599,81.398562,,-0.0529
262.368716,81.398770,,-0.0547
262.348826,81.398977,,-0.0565
262.328940,81.399183,,-0.0574
262.309048,81.399388,,-0.0598
262.289155,81.399592,,-0.0622
262.269267,81.399795,,-0.0645
262.249372,81.399997,,-0.0669
262.229482,81.400199,,-0.0692
262.209586,81.400399,,-0.0716
262.189688,81.400598,,-0.0739
262.169795,81.400796,,-0.0763
262.149901,81.400993,,-0.0787
262.130001,81.401189,,-0.0810
262.110100,81.401384,,-0.0834
262.090198,81.401578,,-0.0857
262.070301,81.401772,,-0.0881
262.050398,81.401964,,-0.0904
